文件,中文字符串,替换值
Editor\Provider\McpSettingsProvider.cs,状态,Status
Editor\Provider\McpSettingsProvider.cs,的,Of
Editor\Provider\McpUISettingsProvider.cs,构建步骤写入到代码中作为默认值吗,Write build steps into code as default values?
Editor\Provider\McpUISettingsProvider.cs,类型都有独立的构建步骤和环境配置,Each type has its own build steps and environment configuration
Editor\Provider\McpUISettingsProvider.cs,环境说明写入到代码中作为默认值吗,Write environment description into code as default value?
Editor\Provider\McpUISettingsProvider.cs,系统的自动生成规则和偏好设置,System's auto-generated rules and preferences
Editor\Provider\McpUISettingsProvider.cs,计数大括号找到方法结束位置,Count braces to find method end position
Editor\Provider\McpUISettingsProvider.cs,构建步骤已成功写入到代码中,Build steps successfully written to code
Editor\Provider\McpUISettingsProvider.cs,环境说明已成功写入到代码中,Environment description successfully written to code
Editor\Provider\McpUISettingsProvider.cs,生成时的环境和约束条件,Environment and constraints during generation
Editor\Provider\McpUISettingsProvider.cs,自动生成的默认构建步骤,Auto-generated default build steps
Editor\Provider\McpUISettingsProvider.cs,自动生成的默认环境说明,Auto-generated default environment description
Editor\Provider\McpUISettingsProvider.cs,找到方法体的开始大括号,Find start brace of method body
Editor\Provider\McpUISettingsProvider.cs,环境说明写入到代码中,Write environment description to code
Editor\Provider\McpUISettingsProvider.cs,构建步骤写入到代码中,Write build steps to code
Editor\Provider\McpUISettingsProvider.cs,找不到方法开始大括号,Could not find start brace of method
Editor\Provider\McpUISettingsProvider.cs,组件的默认行为和结构,Default behavior and structure of component
Editor\Provider\McpUISettingsProvider.cs,构建步骤为默认值吗,Are build steps default value?
Editor\Provider\McpUISettingsProvider.cs,写入过程中发生错误,Error during writing process
Editor\Provider\McpUISettingsProvider.cs,重置列表以刷新显示,Reset list to refresh display
Editor\Provider\McpUISettingsProvider.cs,这些设置将影响通过,These settings will affect via
Editor\Provider\McpUISettingsProvider.cs,环境说明为默认值吗,Is environment description default value?
Editor\Provider\McpUISettingsProvider.cs,绘制偏好组件列表,Draw preference component list
Editor\Provider\McpUISettingsProvider.cs,找到方法开始位置,Find method start position
Editor\Provider\McpUISettingsProvider.cs,生成的步骤流程,Generated step flow
Editor\Provider\McpUISettingsProvider.cs,添加写入按钮,Add write button
Editor\Provider\McpUISettingsProvider.cs,生成规则配置,Generate rule configuration
Editor\Provider\McpUISettingsProvider.cs,构建步骤列表,Build steps list
Editor\Provider\McpUISettingsProvider.cs,环境说明失败,Environment description failure
Editor\Provider\McpUISettingsProvider.cs,构建步骤失败,Build step failure
Editor\Provider\McpUISettingsProvider.cs,确定要将当前,Confirm to make current
Editor\Provider\McpUISettingsProvider.cs,保存当前数据,Save current data
Editor\Provider\McpUISettingsProvider.cs,替换整个方法,Replace entire method
Editor\Provider\McpUISettingsProvider.cs,添加重置按钮,Add reset button
Editor\Provider\McpUISettingsProvider.cs,转义双引号,Escape double quotes
Editor\Provider\McpUISettingsProvider.cs,方法的代码,Method code
Editor\Provider\McpUISettingsProvider.cs,工具生成的,Generated by tool
Editor\Provider\McpUISettingsProvider.cs,按顺序执行,Execute in order
Editor\Provider\McpUISettingsProvider.cs,窗口中显示,Display in window
Editor\Provider\McpUISettingsProvider.cs,设置提供器,Settings provider
Editor\Provider\McpUISettingsProvider.cs,确定要重置,Confirm to reset
Editor\Provider\McpUISettingsProvider.cs,类型选择器,Type selector
Editor\Provider\McpUISettingsProvider.cs,环境说明,Environment description
Editor\Provider\McpUISettingsProvider.cs,写入失败,Write failed
Editor\Provider\McpUISettingsProvider.cs,确认重置,Confirm reset
Editor\Provider\McpUISettingsProvider.cs,类型数据,Type data
Editor\Provider\McpUISettingsProvider.cs,获取当前,Get current
Editor\Provider\McpUISettingsProvider.cs,构建新的,Build new
Editor\Provider\McpUISettingsProvider.cs,写入成功,Write successful
Editor\Provider\McpUISettingsProvider.cs,类型选择,Type selection
Editor\Provider\McpUISettingsProvider.cs,当前选择,Current selection
Editor\Provider\McpUISettingsProvider.cs,构建步骤,Build step
Editor\Provider\McpUISettingsProvider.cs,确认写入,Confirm writing
Editor\Provider\McpUISettingsProvider.cs,相关设置,Related settings
Editor\Provider\McpUISettingsProvider.cs,方法代码,Method code
Editor\Provider\McpUISettingsProvider.cs,自动保存,Auto save
Editor\Provider\McpUISettingsProvider.cs,找不到,Not found
Editor\Provider\McpUISettingsProvider.cs,将当前,Make current
Editor\Provider\McpUISettingsProvider.cs,用于在,Used in
Editor\Provider\McpUISettingsProvider.cs,新步骤,New step
Editor\Provider\McpUISettingsProvider.cs,序列化,Serialization
Editor\Provider\McpUISettingsProvider.cs,初始化,Initialization
Editor\Provider\McpUISettingsProvider.cs,生成,Generate
Editor\Provider\McpUISettingsProvider.cs,确定,Confirm
Editor\Provider\McpUISettingsProvider.cs,写入,Write
Editor\Provider\McpUISettingsProvider.cs,定义,Definition
Editor\Provider\McpUISettingsProvider.cs,切换,Switch
Editor\Provider\McpUISettingsProvider.cs,当前,Current
Editor\Provider\McpUISettingsProvider.cs,配置,Configuration
Editor\Provider\McpUISettingsProvider.cs,类型,Type
Editor\Provider\McpUISettingsProvider.cs,绘制,Draw
Editor\Provider\McpUISettingsProvider.cs,重置,Reset
Editor\Provider\McpUISettingsProvider.cs,简介,Introduction
Editor\Provider\McpUISettingsProvider.cs,每种,Each
Editor\Provider\McpUISettingsProvider.cs,取消,Cancel
Editor\Provider\McpUISettingsProvider.cs,方法,Method
Editor\Provider\McpUISettingsProvider.cs,的,Of
Editor\Selector\HierarchySelector.cs,如果未找到或类型不匹配则返回,If not found or type mismatch, then return
Editor\Selector\HierarchySelector.cs,检查对象是否在当前场景的,Check if object is in current scene
Editor\Selector\HierarchySelector.cs,检查对象类型是否匹配,Check if object type matches
Editor\Selector\HierarchySelector.cs,通用的按路径查找方法,Generic search-by-path method
Editor\Selector\HierarchySelector.cs,获取对象的详细信息,Get detailed object information
Editor\Selector\HierarchySelector.cs,检查是否至少提供了,Check if at least provided
Editor\Selector\HierarchySelector.cs,场景层级对象选择器,Scene hierarchy object selector
Editor\Selector\HierarchySelector.cs,其他类型的对象不在,Other types of objects are not in
Editor\Selector\HierarchySelector.cs,如果对象在当前场景,If the object is in the current scene
Editor\Selector\HierarchySelector.cs,查找并返回唯一的,Find and return unique
Editor\Selector\HierarchySelector.cs,要获取信息的对象,Object to get information of
Editor\Selector\HierarchySelector.cs,对象信息字符串,Object information string
Editor\Selector\HierarchySelector.cs,只在当前场景的,Only in the current scene
Editor\Selector\HierarchySelector.cs,要检查的对象,Object to check
Editor\Selector\HierarchySelector.cs,只在当前场景,Only in the current scene
Editor\Selector\HierarchySelector.cs,检查其场景,Check its scene
Editor\Selector\HierarchySelector.cs,找到的对象,Found object
Editor\Selector\HierarchySelector.cs,类型对象,Type object
Editor\Selector\HierarchySelector.cs,否则返回,Otherwise return
Editor\Selector\HierarchySelector.cs,通用的按,General by
Editor\Selector\HierarchySelector.cs,查找方法,Search method
Editor\Selector\HierarchySelector.cs,要查找的,To search
Editor\Selector\HierarchySelector.cs,查找对象,Search object
Editor\Selector\HierarchySelector.cs,参数之一,One of the parameters
Editor\Selector\HierarchySelector.cs,对象类型,Object type
Editor\Selector\HierarchySelector.cs,优先使用,Prefer to use
Editor\Selector\HierarchySelector.cs,的场景,Scene of
Editor\Selector\HierarchySelector.cs,如果是,If is
Editor\Selector\HierarchySelector.cs,中查找,Search in
Editor\Selector\HierarchySelector.cs,检查其,Check its
Editor\Selector\HierarchySelector.cs,中返回,Return in
Editor\Selector\HierarchySelector.cs,对象的,Object's
Editor\Selector\HierarchySelector.cs,参数,Parameter
Editor\Selector\HierarchySelector.cs,使用,Use
Editor\Selector\HierarchySelector.cs,路径,Path
Editor\Selector\HierarchySelector.cs,获取,Get
Editor\Selector\HierarchySelector.cs,只在,Only in
Editor\Selector\HierarchySelector.cs,查找,Search
Editor\Selector\HierarchySelector.cs,解析,Parse
Editor\Selector\HierarchySelector.cs,中,In
Editor\Selector\HierarchySelector.cs,或,Or
Editor\Selector\HierarchySelector.cs,按,By
Editor\Selector\IObjectSelector.cs,创建当前方法支持的参数键列表,Create list of parameter keys supported by current method
Editor\Selector\IObjectSelector.cs,定义统一的对象查找方法,Define unified object search method
Editor\Selector\IObjectSelector.cs,构建对象查找状态树,Build object search state tree
Editor\Selector\IObjectSelector.cs,对象选择器接口,Object selector interface
Editor\Selector\ObjectSelector.cs,如果未找到或类型不匹配则返回,If not found or type mismatch, then return
Editor\Selector\ObjectSelector.cs,创建当前方法支持的参数键列表,Create list of parameter keys supported by current method
Editor\Selector\ObjectSelector.cs,检查对象类型是否匹配,Check if object type matches
Editor\Selector\ObjectSelector.cs,找到的对象或错误信息,Found object or error information
Editor\Selector\ObjectSelector.cs,通用的按路径查找方法,Generic search-by-path method
Editor\Selector\ObjectSelector.cs,获取对象的详细信息,Get detailed object information
Editor\Selector\ObjectSelector.cs,检查是否至少提供了,Check if at least provided
Editor\Selector\ObjectSelector.cs,构建对象查找状态树,Build object search state tree
Editor\Selector\ObjectSelector.cs,查找并返回唯一的,Find and return unique
Editor\Selector\ObjectSelector.cs,简化的对象选择器,Simplified object selector
Editor\Selector\ObjectSelector.cs,要获取信息的对象,Object to get information of
Editor\Selector\ObjectSelector.cs,按路径搜索处理,Search and handle by path
Editor\Selector\ObjectSelector.cs,对象信息字符串,Object information string
Editor\Selector\ObjectSelector.cs,路径查找对象,Find object by path
Editor\Selector\ObjectSelector.cs,确保至少提供,Ensure that at least provided
Editor\Selector\ObjectSelector.cs,状态树上下文,State tree context
Editor\Selector\ObjectSelector.cs,尝试获取组件,Try to get component
Editor\Selector\ObjectSelector.cs,构建的状态树,Built state tree
Editor\Selector\ObjectSelector.cs,未找到则返回,If not found then return
Editor\Selector\ObjectSelector.cs,默认搜索处理,Default search handling
Editor\Selector\ObjectSelector.cs,必须继承自,Must inherit from
Editor\Selector\ObjectSelector.cs,返回唯一的,Return unique
Editor\Selector\ObjectSelector.cs,可直接调用,Can be called directly
Editor\Selector\ObjectSelector.cs,对象的路径,Path of the object
Editor\Selector\ObjectSelector.cs,找到的对象,Found object
Editor\Selector\ObjectSelector.cs,尝试作为,Try as
Editor\Selector\ObjectSelector.cs,路径加载,Path loading
Editor\Selector\ObjectSelector.cs,类型对象,Type object
Editor\Selector\ObjectSelector.cs,直接返回,Return directly
Editor\Selector\ObjectSelector.cs,通用的按,General by
Editor\Selector\ObjectSelector.cs,查找方法,Search method
Editor\Selector\ObjectSelector.cs,搜索处理,Search processing
Editor\Selector\ObjectSelector.cs,路径失败,Path failed
Editor\Selector\ObjectSelector.cs,要查找的,To search
Editor\Selector\ObjectSelector.cs,查找对象,Search object
Editor\Selector\ObjectSelector.cs,路径查找,Path search
Editor\Selector\ObjectSelector.cs,参数之一,One of the parameters
Editor\Selector\ObjectSelector.cs,对象类型,Object type
Editor\Selector\ObjectSelector.cs,优先使用,Prefer to use
Editor\Selector\ObjectSelector.cs,路径或,Path or
Editor\Selector\ObjectSelector.cs,支持按,Support by
Editor\Selector\ObjectSelector.cs,参数的,Parameter's
Editor\Selector\ObjectSelector.cs,对象的,Object's
Editor\Selector\ObjectSelector.cs,如果,If
Editor\Selector\ObjectSelector.cs,通过,Through
Editor\Selector\ObjectSelector.cs,参数,Parameter
Editor\Selector\ObjectSelector.cs,使用,Use
Editor\Selector\ObjectSelector.cs,包含,Include
Editor\Selector\ObjectSelector.cs,类型,Type
Editor\Selector\ObjectSelector.cs,路径,Path
Editor\Selector\ObjectSelector.cs,名称,Name
Editor\Selector\ObjectSelector.cs,获取,Get
Editor\Selector\ObjectSelector.cs,查找,Search
Editor\Selector\ObjectSelector.cs,数组,Array
Editor\Selector\ObjectSelector.cs,解析,Parse
Editor\Selector\ObjectSelector.cs,或,Or
Editor\Selector\ObjectSelector.cs,如,Such as
Editor\Selector\ObjectSelector.cs,是,Is
Editor\Selector\ObjectSelector.cs,和,And
Editor\Selector\ObjectSelector.cs,按,By
Editor\Selector\ProjectSelector.cs,专门处理项目资产中的对象查找,Specifically handle object search in project assets
Editor\Selector\ProjectSelector.cs,如果未找到或类型不匹配则返回,If not found or type mismatch, then return
Editor\Selector\ProjectSelector.cs,获取指定类型的所有项目资产,Get all project assets for the specified type
Editor\Selector\ProjectSelector.cs,检查对象是否是项目资产,Check if object is a project asset
Editor\Selector\ProjectSelector.cs,在指定文件夹中查找资产,Find asset in specified folder
Editor\Selector\ProjectSelector.cs,如果对象是项目资产返回,Return if object is project asset
Editor\Selector\ProjectSelector.cs,检查对象类型是否匹配,Check if object type matches
Editor\Selector\ProjectSelector.cs,通用的按路径查找方法,Generic search-by-path method
Editor\Selector\ProjectSelector.cs,获取对象的详细信息,Get detailed object information
Editor\Selector\ProjectSelector.cs,检查是否至少提供了,Check if at least provided
Editor\Selector\ProjectSelector.cs,检查对象是否是资产,Check if object is asset
Editor\Selector\ProjectSelector.cs,只在项目资产中查找,Only search in project assets
Editor\Selector\ProjectSelector.cs,项目资产对象选择器,Project asset object selector
Editor\Selector\ProjectSelector.cs,要获取信息的对象,Object to get information of
Editor\Selector\ProjectSelector.cs,对象信息字符串,Object information string
Editor\Selector\ProjectSelector.cs,资产类型的查找,Finding of asset type
Editor\Selector\ProjectSelector.cs,类型资产列表,Type asset list
Editor\Selector\ProjectSelector.cs,要检查的对象,Object to check
